raw_date,source_name,ticker_symbol,open_price,close_price,volume,ingestion_timestamp
2025-04-08 00:00:00-04:00,yfinance,GC=F,3008.60009765625,3018.0,18916,2025-05-08T14:30:29.416485
2025-04-08 04:00:00-04:00,yfinance,GC=F,3017.699951171875,3034.10009765625,27702,2025-05-08T14:30:29.416629
2025-04-08 08:00:00-04:00,yfinance,GC=F,3034.199951171875,3016.0,63689,2025-05-08T14:30:29.416734
2025-04-08 12:00:00-04:00,yfinance,GC=F,3015.800048828125,2999.10009765625,47138,2025-05-08T14:30:29.416838
2025-04-08 16:00:00-04:00,yfinance,GC=F,2998.89990234375,2991.800048828125,8421,2025-05-08T14:30:29.416940
2025-04-08 20:00:00-04:00,yfinance,GC=F,2992.0,3021.199951171875,31280,2025-05-08T14:30:29.417039
2025-04-09 00:00:00-04:00,yfinance,GC=F,3018.60009765625,3059.0,47961,2025-05-08T14:30:29.417166
2025-04-09 04:00:00-04:00,yfinance,GC=F,3059.10009765625,3084.5,43556,2025-05-08T14:30:29.417291
2025-04-09 08:00:00-04:00,yfinance,GC=F,3084.800048828125,3102.10009765625,77740,2025-05-08T14:30:29.417399
2025-04-09 12:00:00-04:00,yfinance,GC=F,3102.300048828125,3110.60009765625,75408,2025-05-08T14:30:29.417487
2025-04-09 16:00:00-04:00,yfinance,GC=F,3110.60009765625,3101.199951171875,6456,2025-05-08T14:30:29.417568
2025-04-09 20:00:00-04:00,yfinance,GC=F,3101.39990234375,3141.39990234375,34337,2025-05-08T14:30:29.417652
2025-04-10 00:00:00-04:00,yfinance,GC=F,3141.5,3124.5,26435,2025-05-08T14:30:29.417744
2025-04-10 04:00:00-04:00,yfinance,GC=F,3124.39990234375,3142.199951171875,26735,2025-05-08T14:30:29.417828
2025-04-10 08:00:00-04:00,yfinance,GC=F,3142.39990234375,3175.10009765625,90887,2025-05-08T14:30:29.417905
2025-04-10 12:00:00-04:00,yfinance,GC=F,3175.10009765625,3188.60009765625,40706,2025-05-08T14:30:29.417969
2025-04-10 16:00:00-04:00,yfinance,GC=F,3188.5,3209.10009765625,7341,2025-05-08T14:30:29.418031
2025-04-10 20:00:00-04:00,yfinance,GC=F,3209.199951171875,3237.0,36451,2025-05-08T14:30:29.418159
2025-04-11 00:00:00-04:00,yfinance,GC=F,3236.699951171875,3231.39990234375,34295,2025-05-08T14:30:29.418270
2025-04-11 04:00:00-04:00,yfinance,GC=F,3231.300048828125,3230.800048828125,47283,2025-05-08T14:30:29.418363
2025-04-11 08:00:00-04:00,yfinance,GC=F,3231.199951171875,3258.300048828125,66695,2025-05-08T14:30:29.418451
2025-04-11 12:00:00-04:00,yfinance,GC=F,3258.39990234375,3248.10009765625,39934,2025-05-08T14:30:29.418611
2025-04-11 16:00:00-04:00,yfinance,GC=F,3248.199951171875,3254.89990234375,2884,2025-05-08T14:30:29.418694
2025-04-13 16:00:00-04:00,yfinance,GC=F,3246.0,3240.699951171875,8758,2025-05-08T14:30:29.418763
2025-04-13 20:00:00-04:00,yfinance,GC=F,3240.39990234375,3247.60009765625,24397,2025-05-08T14:30:29.418830
2025-04-14 00:00:00-04:00,yfinance,GC=F,3247.800048828125,3243.300048828125,18125,2025-05-08T14:30:29.418901
2025-04-14 04:00:00-04:00,yfinance,GC=F,3243.300048828125,3239.10009765625,38220,2025-05-08T14:30:29.419004
2025-04-14 08:00:00-04:00,yfinance,GC=F,3239.199951171875,3214.60009765625,65976,2025-05-08T14:30:29.419102
2025-04-14 12:00:00-04:00,yfinance,GC=F,3214.699951171875,3228.10009765625,26020,2025-05-08T14:30:29.419191
2025-04-14 16:00:00-04:00,yfinance,GC=F,3228.199951171875,3228.800048828125,2882,2025-05-08T14:30:29.419274
2025-04-14 20:00:00-04:00,yfinance,GC=F,3229.0,3244.89990234375,16353,2025-05-08T14:30:29.419354
2025-04-15 00:00:00-04:00,yfinance,GC=F,3244.300048828125,3241.39990234375,17220,2025-05-08T14:30:29.419452
2025-04-15 04:00:00-04:00,yfinance,GC=F,3241.39990234375,3236.300048828125,18686,2025-05-08T14:30:29.419543
2025-04-15 08:00:00-04:00,yfinance,GC=F,3236.300048828125,3237.60009765625,41400,2025-05-08T14:30:29.419633
2025-04-15 12:00:00-04:00,yfinance,GC=F,3237.800048828125,3246.699951171875,18432,2025-05-08T14:30:29.419724
2025-04-15 16:00:00-04:00,yfinance,GC=F,3246.89990234375,3269.199951171875,10969,2025-05-08T14:30:29.419808
2025-04-15 20:00:00-04:00,yfinance,GC=F,3269.199951171875,3297.0,35182,2025-05-08T14:30:29.419890
2025-04-16 00:00:00-04:00,yfinance,GC=F,3297.800048828125,3316.699951171875,38956,2025-05-08T14:30:29.420011
2025-04-16 04:00:00-04:00,yfinance,GC=F,3316.699951171875,3323.199951171875,53074,2025-05-08T14:30:29.420121
2025-04-16 08:00:00-04:00,yfinance,GC=F,3323.10009765625,3341.199951171875,61633,2025-05-08T14:30:29.420219
2025-04-16 12:00:00-04:00,yfinance,GC=F,3341.0,3352.0,45553,2025-05-08T14:30:29.420311
2025-04-16 16:00:00-04:00,yfinance,GC=F,3352.0,3363.89990234375,8719,2025-05-08T14:30:29.420460
2025-04-16 20:00:00-04:00,yfinance,GC=F,3364.0,3356.0,47249,2025-05-08T14:30:29.420560
2025-04-17 00:00:00-04:00,yfinance,GC=F,3357.0,3336.5,30119,2025-05-08T14:30:29.420657
2025-04-17 04:00:00-04:00,yfinance,GC=F,3336.5,3341.199951171875,26764,2025-05-08T14:30:29.420757
2025-04-17 08:00:00-04:00,yfinance,GC=F,3341.199951171875,3308.800048828125,85432,2025-05-08T14:30:29.420854
2025-04-17 12:00:00-04:00,yfinance,GC=F,3309.300048828125,3334.5,31907,2025-05-08T14:30:29.420955
2025-04-17 16:00:00-04:00,yfinance,GC=F,3334.60009765625,3341.300048828125,3560,2025-05-08T14:30:29.421060
2025-04-20 16:00:00-04:00,yfinance,GC=F,3347.0,3361.800048828125,12911,2025-05-08T14:30:29.421157
2025-04-20 20:00:00-04:00,yfinance,GC=F,3362.0,3394.0,40214,2025-05-08T14:30:29.421343
2025-04-21 00:00:00-04:00,yfinance,GC=F,3393.89990234375,3397.10009765625,30408,2025-05-08T14:30:29.421565
2025-04-21 04:00:00-04:00,yfinance,GC=F,3397.0,3415.60009765625,28155,2025-05-08T14:30:29.421683
2025-04-21 08:00:00-04:00,yfinance,GC=F,3415.89990234375,3433.89990234375,82173,2025-05-08T14:30:29.421796
2025-04-21 12:00:00-04:00,yfinance,GC=F,3434.0,3434.5,37883,2025-05-08T14:30:29.421907
2025-04-21 16:00:00-04:00,yfinance,GC=F,3434.699951171875,3445.300048828125,11998,2025-05-08T14:30:29.422031
2025-04-21 20:00:00-04:00,yfinance,GC=F,3445.300048828125,3497.60009765625,68361,2025-05-08T14:30:29.422151
2025-04-22 00:00:00-04:00,yfinance,GC=F,3497.39990234375,3479.5,62980,2025-05-08T14:30:29.422271
2025-04-22 04:00:00-04:00,yfinance,GC=F,3479.699951171875,3468.60009765625,51794,2025-05-08T14:30:29.422397
2025-04-22 08:00:00-04:00,yfinance,GC=F,3468.5,3429.300048828125,111428,2025-05-08T14:30:29.422517
2025-04-22 12:00:00-04:00,yfinance,GC=F,3429.199951171875,3387.60009765625,95700,2025-05-08T14:30:29.422633
2025-04-22 16:00:00-04:00,yfinance,GC=F,3387.699951171875,3346.199951171875,14693,2025-05-08T14:30:29.422746
2025-04-22 20:00:00-04:00,yfinance,GC=F,3346.10009765625,3349.10009765625,62178,2025-05-08T14:30:29.422852
2025-04-23 00:00:00-04:00,yfinance,GC=F,3349.39990234375,3329.89990234375,51903,2025-05-08T14:30:29.422956
2025-04-23 04:00:00-04:00,yfinance,GC=F,3330.10009765625,3335.300048828125,42058,2025-05-08T14:30:29.423059
2025-04-23 08:00:00-04:00,yfinance,GC=F,3335.300048828125,3292.800048828125,135608,2025-05-08T14:30:29.423167
2025-04-23 12:00:00-04:00,yfinance,GC=F,3293.0,3306.89990234375,41738,2025-05-08T14:30:29.423272
2025-04-23 16:00:00-04:00,yfinance,GC=F,3307.199951171875,3327.39990234375,6579,2025-05-08T14:30:29.423378
2025-04-23 20:00:00-04:00,yfinance,GC=F,3327.60009765625,3338.300048828125,63966,2025-05-08T14:30:29.423492
2025-04-24 00:00:00-04:00,yfinance,GC=F,3337.300048828125,3344.199951171875,34118,2025-05-08T14:30:29.423595
2025-04-24 04:00:00-04:00,yfinance,GC=F,3344.10009765625,3348.699951171875,28444,2025-05-08T14:30:29.423699
2025-04-24 08:00:00-04:00,yfinance,GC=F,3348.5,3340.699951171875,65812,2025-05-08T14:30:29.423802
2025-04-24 12:00:00-04:00,yfinance,GC=F,3340.800048828125,3353.800048828125,30719,2025-05-08T14:30:29.423908
2025-04-24 16:00:00-04:00,yfinance,GC=F,3353.800048828125,3360.199951171875,10400,2025-05-08T14:30:29.424010
2025-04-24 20:00:00-04:00,yfinance,GC=F,3359.800048828125,3338.89990234375,30892,2025-05-08T14:30:29.424117
2025-04-25 00:00:00-04:00,yfinance,GC=F,3334.39990234375,3317.199951171875,49955,2025-05-08T14:30:29.424223
2025-04-25 04:00:00-04:00,yfinance,GC=F,3317.199951171875,3303.89990234375,30424,2025-05-08T14:30:29.424330
2025-04-25 08:00:00-04:00,yfinance,GC=F,3303.60009765625,3293.39990234375,72349,2025-05-08T14:30:29.424438
2025-04-25 12:00:00-04:00,yfinance,GC=F,3293.699951171875,3315.800048828125,29914,2025-05-08T14:30:29.424548
2025-04-25 16:00:00-04:00,yfinance,GC=F,3316.0,3330.199951171875,4241,2025-05-08T14:30:29.424654
2025-04-27 16:00:00-04:00,yfinance,GC=F,3336.5,3313.699951171875,13980,2025-05-08T14:30:29.424763
2025-04-27 20:00:00-04:00,yfinance,GC=F,3313.39990234375,3301.199951171875,43230,2025-05-08T14:30:29.424864
2025-04-28 00:00:00-04:00,yfinance,GC=F,3301.699951171875,3297.60009765625,24263,2025-05-08T14:30:29.425135
2025-04-28 04:00:00-04:00,yfinance,GC=F,3298.0,3305.199951171875,25325,2025-05-08T14:30:29.425337
2025-04-28 08:00:00-04:00,yfinance,GC=F,3305.89990234375,3336.39990234375,72019,2025-05-08T14:30:29.425443
2025-04-28 12:00:00-04:00,yfinance,GC=F,3336.300048828125,3362.5,31920,2025-05-08T14:30:29.425620
2025-04-28 16:00:00-04:00,yfinance,GC=F,3362.5,3348.0,7260,2025-05-08T14:30:29.425800
2025-04-28 20:00:00-04:00,yfinance,GC=F,3348.199951171875,3323.10009765625,30573,2025-05-08T14:30:29.425906
2025-04-29 00:00:00-04:00,yfinance,GC=F,3325.699951171875,3333.0,20484,2025-05-08T14:30:29.425998
2025-04-29 04:00:00-04:00,yfinance,GC=F,3333.10009765625,3319.10009765625,19656,2025-05-08T14:30:29.426127
2025-04-29 08:00:00-04:00,yfinance,GC=F,3318.800048828125,3323.39990234375,58972,2025-05-08T14:30:29.426247
2025-04-29 12:00:00-04:00,yfinance,GC=F,3323.800048828125,3330.300048828125,27508,2025-05-08T14:30:29.426358
2025-04-29 16:00:00-04:00,yfinance,GC=F,3330.39990234375,3326.800048828125,3780,2025-05-08T14:30:29.426466
2025-04-29 20:00:00-04:00,yfinance,GC=F,3326.699951171875,3314.300048828125,19497,2025-05-08T14:30:29.426571
2025-04-30 00:00:00-04:00,yfinance,GC=F,3314.0,3316.800048828125,16936,2025-05-08T14:30:29.426676
2025-04-30 04:00:00-04:00,yfinance,GC=F,3316.800048828125,3281.5,41945,2025-05-08T14:30:29.426784
2025-04-30 08:00:00-04:00,yfinance,GC=F,3281.5,3318.5,91255,2025-05-08T14:30:29.426892
2025-04-30 12:00:00-04:00,yfinance,GC=F,3318.800048828125,3306.800048828125,26325,2025-05-08T14:30:29.427006
2025-04-30 16:00:00-04:00,yfinance,GC=F,3306.699951171875,3281.5,8620,2025-05-08T14:30:29.427124
2025-04-30 20:00:00-04:00,yfinance,GC=F,3281.5,3237.60009765625,42402,2025-05-08T14:30:29.427245
2025-05-01 00:00:00-04:00,yfinance,GC=F,3237.0,3238.199951171875,28334,2025-05-08T14:30:29.427358
