Datetime,Price,Close,High,Low,Open
2025-05-12 23:21:00+00:00,3239.39990234375,3239.39990234375,3239.300048828125,3239.300048828125,2
2025-05-12 23:22:00+00:00,3239.0,3239.800048828125,3239.0,3239.60009765625,20
2025-05-12 23:23:00+00:00,3239.60009765625,3239.60009765625,3239.10009765625,3239.10009765625,8
2025-05-12 23:24:00+00:00,3239.89990234375,3239.89990234375,3239.5,3239.60009765625,7
2025-05-12 23:25:00+00:00,3239.199951171875,3239.699951171875,3238.89990234375,3239.699951171875,31
2025-05-12 23:26:00+00:00,3240.699951171875,3240.699951171875,3239.39990234375,3239.39990234375,23
2025-05-12 23:27:00+00:00,3240.39990234375,3240.89990234375,3240.0,3240.300048828125,48
2025-05-12 23:28:00+00:00,3239.89990234375,3240.60009765625,3239.699951171875,3240.60009765625,17
2025-05-12 23:29:00+00:00,3239.89990234375,3240.0,3239.89990234375,3240.0,4
2025-05-12 23:30:00+00:00,3240.10009765625,3240.300048828125,3239.300048828125,3240.0,41
2025-05-12 23:31:00+00:00,3239.89990234375,3240.300048828125,3239.300048828125,3240.0,21
2025-05-12 23:32:00+00:00,3239.5,3239.5,3239.300048828125,3239.5,12
2025-05-12 23:33:00+00:00,3241.800048828125,3242.0,3239.800048828125,3239.800048828125,138
2025-05-12 23:34:00+00:00,3242.199951171875,3242.199951171875,3241.10009765625,3241.89990234375,62
2025-05-12 23:35:00+00:00,3242.300048828125,3242.5,3241.5,3242.199951171875,74
2025-05-12 23:36:00+00:00,3244.60009765625,3244.60009765625,3242.300048828125,3242.300048828125,129
2025-05-12 23:37:00+00:00,3243.10009765625,3244.60009765625,3243.10009765625,3244.60009765625,101
2025-05-12 23:38:00+00:00,3242.39990234375,3243.0,3242.199951171875,3242.89990234375,50
2025-05-12 23:39:00+00:00,3242.89990234375,3243.300048828125,3242.0,3242.199951171875,42
2025-05-12 23:40:00+00:00,3242.10009765625,3242.89990234375,3241.800048828125,3242.800048828125,20
2025-05-12 23:41:00+00:00,3241.89990234375,3242.0,3241.800048828125,3241.800048828125,6
2025-05-12 23:42:00+00:00,3242.60009765625,3242.89990234375,3242.10009765625,3242.10009765625,24
2025-05-12 23:43:00+00:00,3242.5,3242.5,3242.199951171875,3242.300048828125,18
2025-05-12 23:44:00+00:00,3242.800048828125,3243.0,3242.5,3242.800048828125,11
2025-05-12 23:45:00+00:00,3244.10009765625,3244.10009765625,3242.89990234375,3242.89990234375,34
2025-05-12 23:46:00+00:00,3243.89990234375,3244.0,3243.699951171875,3244.0,11
2025-05-12 23:47:00+00:00,3244.199951171875,3244.60009765625,3244.0,3244.0,20
2025-05-12 23:48:00+00:00,3242.800048828125,3244.199951171875,3242.60009765625,3244.10009765625,49
2025-05-12 23:49:00+00:00,3242.0,3243.10009765625,3241.89990234375,3243.10009765625,54
2025-05-12 23:50:00+00:00,3241.89990234375,3242.10009765625,3240.60009765625,3242.0,55
2025-05-12 23:51:00+00:00,3241.199951171875,3241.800048828125,3241.10009765625,3241.5,21
2025-05-12 23:52:00+00:00,3240.39990234375,3241.39990234375,3240.199951171875,3241.39990234375,9
2025-05-12 23:53:00+00:00,3240.199951171875,3240.60009765625,3240.10009765625,3240.300048828125,27
2025-05-12 23:54:00+00:00,3240.60009765625,3240.800048828125,3240.199951171875,3240.199951171875,22
2025-05-12 23:55:00+00:00,3240.300048828125,3240.699951171875,3240.0,3240.699951171875,33
2025-05-12 23:56:00+00:00,3240.39990234375,3240.89990234375,3240.39990234375,3240.39990234375,22
2025-05-12 23:57:00+00:00,3240.699951171875,3240.699951171875,3240.10009765625,3240.10009765625,10
2025-05-12 23:58:00+00:00,3240.60009765625,3241.0,3240.39990234375,3240.60009765625,18
2025-05-12 23:59:00+00:00,3241.300048828125,3241.300048828125,3240.5,3241.0,13
2025-05-13 00:00:00+00:00,3241.699951171875,3242.10009765625,3240.300048828125,3241.10009765625,69
2025-05-13 00:01:00+00:00,3241.5,3242.10009765625,3241.0,3241.5,90
2025-05-13 00:02:00+00:00,3241.10009765625,3241.800048828125,3241.0,3241.699951171875,37
2025-05-13 00:03:00+00:00,3241.60009765625,3241.800048828125,3240.39990234375,3241.10009765625,105
2025-05-13 00:04:00+00:00,3241.60009765625,3241.60009765625,3240.39990234375,3241.60009765625,75
2025-05-13 00:05:00+00:00,3243.0,3243.800048828125,3240.89990234375,3241.39990234375,434
2025-05-13 00:06:00+00:00,3245.10009765625,3245.10009765625,3243.39990234375,3243.39990234375,97
2025-05-13 00:07:00+00:00,3246.300048828125,3246.60009765625,3244.800048828125,3244.89990234375,215
2025-05-13 00:08:00+00:00,3247.199951171875,3247.199951171875,3245.39990234375,3246.10009765625,155
2025-05-13 00:09:00+00:00,3246.60009765625,3247.199951171875,3246.10009765625,3247.10009765625,68
2025-05-13 00:10:00+00:00,3245.699951171875,3246.5,3244.89990234375,3246.5,51
2025-05-13 00:11:00+00:00,3247.10009765625,3247.199951171875,3245.300048828125,3245.89990234375,185
2025-05-13 00:12:00+00:00,3247.0,3247.39990234375,3246.39990234375,3247.0,38
2025-05-13 00:13:00+00:00,3247.300048828125,3247.699951171875,3246.5,3247.300048828125,100
2025-05-13 00:14:00+00:00,3245.699951171875,3247.39990234375,3245.699951171875,3246.800048828125,76
2025-05-13 00:15:00+00:00,3245.199951171875,3245.800048828125,3244.199951171875,3245.60009765625,74
2025-05-13 00:16:00+00:00,3244.10009765625,3245.199951171875,3244.10009765625,3245.199951171875,22
2025-05-13 00:17:00+00:00,3244.800048828125,3245.0,3243.60009765625,3244.10009765625,47
2025-05-13 00:18:00+00:00,3245.800048828125,3245.89990234375,3244.699951171875,3245.0,59
2025-05-13 00:19:00+00:00,3244.699951171875,3245.89990234375,3244.699951171875,3245.800048828125,30
2025-05-13 00:20:00+00:00,3245.60009765625,3245.699951171875,3244.800048828125,3245.10009765625,28
2025-05-13 00:21:00+00:00,3243.300048828125,3245.800048828125,3243.199951171875,3245.800048828125,31
2025-05-13 00:22:00+00:00,3242.5,3244.199951171875,3242.10009765625,3243.10009765625,86
2025-05-13 00:23:00+00:00,3242.300048828125,3243.300048828125,3241.800048828125,3242.39990234375,128
2025-05-13 00:24:00+00:00,3242.199951171875,3243.39990234375,3241.89990234375,3242.199951171875,53
2025-05-13 00:25:00+00:00,3240.699951171875,3242.39990234375,3240.5,3242.199951171875,109
2025-05-13 00:26:00+00:00,3241.10009765625,3241.199951171875,3239.60009765625,3240.5,125
2025-05-13 00:27:00+00:00,3241.60009765625,3242.0,3241.0,3241.0,74
2025-05-13 00:28:00+00:00,3241.199951171875,3242.300048828125,3241.10009765625,3241.60009765625,30
2025-05-13 00:29:00+00:00,3241.300048828125,3241.89990234375,3240.89990234375,3241.699951171875,23
2025-05-13 00:30:00+00:00,3241.60009765625,3242.800048828125,3241.0,3241.300048828125,141
2025-05-13 00:31:00+00:00,3243.0,3243.10009765625,3241.5,3241.5,38
2025-05-13 00:32:00+00:00,3242.800048828125,3244.199951171875,3242.60009765625,3243.0,85
2025-05-13 00:33:00+00:00,3241.300048828125,3243.10009765625,3241.300048828125,3242.699951171875,40
2025-05-13 00:34:00+00:00,3240.10009765625,3241.10009765625,3239.10009765625,3241.0,214
2025-05-13 00:35:00+00:00,3238.800048828125,3239.89990234375,3238.300048828125,3239.89990234375,172
2025-05-13 00:36:00+00:00,3239.60009765625,3239.89990234375,3239.0,3239.0,71
2025-05-13 00:37:00+00:00,3239.60009765625,3240.199951171875,3238.699951171875,3239.89990234375,46
2025-05-13 00:38:00+00:00,3239.199951171875,3239.800048828125,3238.89990234375,3239.0,43
2025-05-13 00:39:00+00:00,3239.60009765625,3239.699951171875,3238.199951171875,3239.300048828125,75
2025-05-13 00:40:00+00:00,3239.199951171875,3239.89990234375,3238.5,3239.699951171875,34
2025-05-13 00:41:00+00:00,3239.800048828125,3241.10009765625,3239.300048828125,3239.300048828125,182
2025-05-13 00:42:00+00:00,3241.0,3241.199951171875,3239.5,3240.10009765625,109
2025-05-13 00:43:00+00:00,3238.89990234375,3241.199951171875,3238.89990234375,3241.10009765625,146
2025-05-13 00:44:00+00:00,3239.300048828125,3239.300048828125,3237.199951171875,3238.60009765625,215
2025-05-13 00:45:00+00:00,3239.10009765625,3239.5,3238.5,3239.199951171875,41
2025-05-13 00:46:00+00:00,3239.300048828125,3239.800048828125,3238.699951171875,3239.39990234375,35
2025-05-13 00:47:00+00:00,3239.800048828125,3240.60009765625,3239.39990234375,3239.39990234375,53
2025-05-13 00:48:00+00:00,3239.699951171875,3240.60009765625,3239.199951171875,3239.800048828125,31
2025-05-13 00:49:00+00:00,3239.699951171875,3239.800048828125,3239.0,3239.39990234375,20
2025-05-13 00:50:00+00:00,3239.800048828125,3240.10009765625,3239.10009765625,3239.89990234375,31
2025-05-13 00:51:00+00:00,3241.199951171875,3241.199951171875,3239.39990234375,3239.5,68
2025-05-13 00:52:00+00:00,3241.39990234375,3241.89990234375,3240.89990234375,3241.0,69
2025-05-13 00:53:00+00:00,3240.800048828125,3241.800048828125,3240.800048828125,3241.800048828125,46
2025-05-13 00:54:00+00:00,3242.0,3242.10009765625,3241.0,3241.10009765625,54
2025-05-13 00:55:00+00:00,3242.5,3242.699951171875,3241.199951171875,3242.10009765625,61
2025-05-13 00:56:00+00:00,3242.60009765625,3243.199951171875,3242.39990234375,3242.699951171875,56
2025-05-13 00:57:00+00:00,3244.39990234375,3244.699951171875,3242.800048828125,3242.800048828125,141
2025-05-13 00:58:00+00:00,3244.0,3244.5,3243.60009765625,3244.5,90
2025-05-13 00:59:00+00:00,3243.89990234375,3244.300048828125,3243.39990234375,3243.800048828125,59
2025-05-13 01:00:00+00:00,3243.10009765625,3246.0,3243.10009765625,3243.699951171875,556
2025-05-13 01:01:00+00:00,3244.5,3244.5,3242.199951171875,3243.199951171875,137
2025-05-13 01:02:00+00:00,3244.60009765625,3244.800048828125,3243.699951171875,3244.39990234375,88
2025-05-13 01:03:00+00:00,3245.699951171875,3246.39990234375,3244.300048828125,3244.39990234375,111
2025-05-13 01:04:00+00:00,3246.800048828125,3246.800048828125,3244.300048828125,3245.5,143
2025-05-13 01:05:00+00:00,3246.60009765625,3247.199951171875,3245.800048828125,3246.800048828125,131
2025-05-13 01:06:00+00:00,3246.5,3247.39990234375,3246.199951171875,3246.5,55
2025-05-13 01:07:00+00:00,3245.89990234375,3246.60009765625,3245.89990234375,3246.5,58
2025-05-13 01:08:00+00:00,3244.800048828125,3246.300048828125,3243.699951171875,3246.0,236
2025-05-13 01:09:00+00:00,3242.60009765625,3244.89990234375,3242.5,3244.89990234375,226
2025-05-13 01:10:00+00:00,3242.10009765625,3243.10009765625,3241.699951171875,3242.800048828125,100
2025-05-13 01:11:00+00:00,3241.300048828125,3242.5,3241.10009765625,3242.10009765625,54
2025-05-13 01:12:00+00:00,3240.800048828125,3241.60009765625,3240.800048828125,3241.300048828125,66
2025-05-13 01:13:00+00:00,3239.39990234375,3240.89990234375,3239.199951171875,3240.699951171875,138
2025-05-13 01:14:00+00:00,3239.800048828125,3240.0,3238.699951171875,3239.300048828125,112
2025-05-13 01:15:00+00:00,3241.60009765625,3242.89990234375,3239.10009765625,3239.10009765625,188
2025-05-13 01:16:00+00:00,3239.39990234375,3241.89990234375,3239.0,3241.5,108
2025-05-13 01:17:00+00:00,3242.0,3242.0,3239.199951171875,3239.199951171875,74
2025-05-13 01:18:00+00:00,3242.39990234375,3242.699951171875,3241.699951171875,3242.0,67
2025-05-13 01:19:00+00:00,3242.60009765625,3242.60009765625,3241.60009765625,3242.39990234375,24
2025-05-13 01:20:00+00:00,3239.5,3242.60009765625,3239.39990234375,3242.10009765625,106
2025-05-13 01:21:00+00:00,3240.5,3240.800048828125,3238.800048828125,3239.39990234375,163
2025-05-13 01:22:00+00:00,3240.89990234375,3241.60009765625,3240.199951171875,3240.60009765625,120
2025-05-13 01:23:00+00:00,3238.800048828125,3241.0,3238.800048828125,3240.699951171875,80
2025-05-13 01:24:00+00:00,3238.0,3240.199951171875,3237.800048828125,3239.300048828125,203
2025-05-13 01:25:00+00:00,3236.5,3238.89990234375,3235.5,3237.800048828125,437
2025-05-13 01:26:00+00:00,3236.300048828125,3237.10009765625,3235.10009765625,3236.800048828125,123
2025-05-13 01:27:00+00:00,3235.800048828125,3236.300048828125,3235.300048828125,3236.199951171875,102
2025-05-13 01:28:00+00:00,3234.10009765625,3235.699951171875,3233.800048828125,3235.699951171875,282
2025-05-13 01:29:00+00:00,3233.89990234375,3234.89990234375,3233.89990234375,3234.199951171875,90
2025-05-13 01:30:00+00:00,3231.5,3234.199951171875,3229.800048828125,3234.0,687
2025-05-13 01:31:00+00:00,3230.10009765625,3232.300048828125,3229.300048828125,3231.5,245
2025-05-13 01:32:00+00:00,3229.39990234375,3230.89990234375,3228.5,3230.300048828125,240
2025-05-13 01:33:00+00:00,3229.89990234375,3230.5,3228.0,3229.300048828125,172
2025-05-13 01:34:00+00:00,3228.300048828125,3231.5,3228.0,3229.800048828125,216
2025-05-13 01:35:00+00:00,3224.89990234375,3229.89990234375,3224.0,3228.0,453
2025-05-13 01:36:00+00:00,3226.699951171875,3227.39990234375,3224.800048828125,3225.0,294
2025-05-13 01:37:00+00:00,3227.800048828125,3228.5,3225.5,3226.699951171875,482
2025-05-13 01:38:00+00:00,3228.89990234375,3229.10009765625,3226.800048828125,3227.5,154
2025-05-13 01:39:00+00:00,3230.5,3230.89990234375,3228.60009765625,3229.0,197
2025-05-13 01:40:00+00:00,3232.39990234375,3233.39990234375,3229.89990234375,3230.39990234375,278
2025-05-13 01:41:00+00:00,3230.89990234375,3232.300048828125,3230.60009765625,3232.10009765625,109
2025-05-13 01:42:00+00:00,3226.60009765625,3230.60009765625,3226.5,3230.5,214
2025-05-13 01:43:00+00:00,3226.0,3227.0,3225.0,3226.39990234375,259
2025-05-13 01:44:00+00:00,3221.699951171875,3226.39990234375,3220.39990234375,3225.699951171875,681
2025-05-13 01:45:00+00:00,3223.699951171875,3224.39990234375,3220.10009765625,3221.39990234375,414
2025-05-13 01:46:00+00:00,3226.199951171875,3226.199951171875,3223.0,3224.10009765625,300
2025-05-13 01:47:00+00:00,3225.89990234375,3226.89990234375,3224.89990234375,3226.300048828125,157
2025-05-13 01:48:00+00:00,3226.39990234375,3226.89990234375,3225.0,3225.89990234375,69
2025-05-13 01:49:00+00:00,3229.39990234375,3229.800048828125,3226.39990234375,3226.39990234375,251
2025-05-13 01:50:00+00:00,3231.0,3231.800048828125,3229.199951171875,3229.5,275
2025-05-13 01:51:00+00:00,3231.10009765625,3231.39990234375,3229.800048828125,3230.89990234375,78
2025-05-13 01:52:00+00:00,3230.300048828125,3231.699951171875,3230.199951171875,3231.300048828125,99
2025-05-13 01:53:00+00:00,3226.300048828125,3230.199951171875,3225.300048828125,3230.199951171875,297
2025-05-13 01:54:00+00:00,3228.199951171875,3228.39990234375,3225.199951171875,3226.199951171875,483
2025-05-13 01:55:00+00:00,3229.39990234375,3230.300048828125,3227.800048828125,3228.300048828125,151
2025-05-13 01:56:00+00:00,3229.60009765625,3230.300048828125,3229.0,3229.60009765625,90
2025-05-13 01:57:00+00:00,3229.5,3230.199951171875,3228.699951171875,3229.699951171875,71
2025-05-13 01:58:00+00:00,3229.5,3230.300048828125,3228.60009765625,3229.60009765625,107
2025-05-13 01:59:00+00:00,3229.5,3229.60009765625,3228.89990234375,3229.300048828125,25
2025-05-13 02:00:00+00:00,3229.199951171875,3230.60009765625,3228.699951171875,3229.800048828125,148
2025-05-13 02:01:00+00:00,3230.60009765625,3230.60009765625,3227.5,3228.89990234375,134
2025-05-13 02:02:00+00:00,3231.89990234375,3232.199951171875,3230.199951171875,3230.300048828125,135
2025-05-13 02:03:00+00:00,3232.10009765625,3232.199951171875,3230.800048828125,3231.60009765625,122
2025-05-13 02:04:00+00:00,3231.5,3233.0,3231.300048828125,3232.300048828125,129
2025-05-13 02:05:00+00:00,3232.60009765625,3232.800048828125,3230.800048828125,3231.300048828125,131
2025-05-13 02:06:00+00:00,3230.800048828125,3232.39990234375,3230.60009765625,3232.300048828125,52
2025-05-13 02:07:00+00:00,3230.800048828125,3231.89990234375,3230.39990234375,3230.89990234375,54
2025-05-13 02:08:00+00:00,3232.800048828125,3232.89990234375,3230.60009765625,3230.89990234375,61
2025-05-13 02:09:00+00:00,3231.10009765625,3232.89990234375,3230.89990234375,3232.89990234375,64
2025-05-13 02:10:00+00:00,3232.5,3232.699951171875,3230.699951171875,3231.39990234375,73
2025-05-13 02:11:00+00:00,3232.10009765625,3233.10009765625,3231.199951171875,3232.5,98
2025-05-13 02:12:00+00:00,3232.300048828125,3233.199951171875,3231.199951171875,3232.199951171875,63
2025-05-13 02:13:00+00:00,3232.89990234375,3233.699951171875,3232.199951171875,3232.199951171875,70
2025-05-13 02:14:00+00:00,3232.699951171875,3233.10009765625,3232.0,3232.800048828125,103
2025-05-13 02:15:00+00:00,3232.89990234375,3233.0,3232.0,3232.699951171875,26
2025-05-13 02:16:00+00:00,3232.699951171875,3233.199951171875,3231.199951171875,3232.89990234375,137
2025-05-13 02:17:00+00:00,3231.699951171875,3232.800048828125,3231.699951171875,3232.800048828125,41
2025-05-13 02:18:00+00:00,3232.199951171875,3232.60009765625,3231.5,3231.5,110
2025-05-13 02:19:00+00:00,3232.89990234375,3233.300048828125,3231.5,3231.5,46
2025-05-13 02:20:00+00:00,3231.300048828125,3232.800048828125,3231.10009765625,3232.5,77
2025-05-13 02:21:00+00:00,3230.10009765625,3231.39990234375,3230.10009765625,3231.300048828125,168
2025-05-13 02:22:00+00:00,3231.60009765625,3232.0,3230.10009765625,3230.10009765625,92
2025-05-13 02:23:00+00:00,3231.199951171875,3232.60009765625,3231.199951171875,3231.699951171875,65
2025-05-13 02:24:00+00:00,3231.5,3232.0,3231.300048828125,3231.300048828125,44
2025-05-13 02:25:00+00:00,3232.5,3232.60009765625,3231.0,3231.39990234375,46
2025-05-13 02:26:00+00:00,3231.300048828125,3232.699951171875,3231.10009765625,3232.39990234375,43
2025-05-13 02:27:00+00:00,3230.800048828125,3231.10009765625,3230.10009765625,3231.10009765625,70
2025-05-13 02:28:00+00:00,3230.10009765625,3231.10009765625,3229.89990234375,3230.60009765625,42
2025-05-13 02:29:00+00:00,3230.10009765625,3231.699951171875,3230.10009765625,3230.300048828125,103
2025-05-13 02:30:00+00:00,3229.800048828125,3230.199951171875,3229.300048828125,3230.10009765625,107
2025-05-13 02:31:00+00:00,3231.0,3231.10009765625,3229.39990234375,3229.89990234375,54
2025-05-13 02:32:00+00:00,3231.300048828125,3232.0,3230.60009765625,3231.0,63
2025-05-13 02:33:00+00:00,3231.0,3232.0,3230.89990234375,3231.699951171875,27
2025-05-13 02:34:00+00:00,3232.39990234375,3232.5,3230.300048828125,3231.300048828125,68
2025-05-13 02:35:00+00:00,3233.10009765625,3234.5,3231.89990234375,3232.300048828125,246
2025-05-13 02:36:00+00:00,3235.0,3235.800048828125,3233.0,3233.0,223
2025-05-13 02:37:00+00:00,3235.0,3235.699951171875,3233.699951171875,3235.0,109
2025-05-13 02:38:00+00:00,3239.199951171875,3239.199951171875,3235.199951171875,3235.199951171875,545
2025-05-13 02:39:00+00:00,3239.199951171875,3239.39990234375,3237.39990234375,3239.0,169
2025-05-13 02:40:00+00:00,3240.0,3242.10009765625,3238.300048828125,3239.39990234375,439
2025-05-13 02:41:00+00:00,3241.0,3241.5,3239.89990234375,3240.39990234375,130
2025-05-13 02:42:00+00:00,3240.800048828125,3242.199951171875,3240.699951171875,3241.199951171875,97
2025-05-13 02:43:00+00:00,3241.800048828125,3242.39990234375,3240.60009765625,3240.699951171875,91
2025-05-13 02:44:00+00:00,3242.89990234375,3243.60009765625,3241.60009765625,3241.89990234375,215
2025-05-13 02:45:00+00:00,3243.300048828125,3243.699951171875,3242.39990234375,3242.89990234375,150
2025-05-13 02:46:00+00:00,3244.300048828125,3245.800048828125,3242.300048828125,3243.300048828125,413
2025-05-13 02:47:00+00:00,3244.39990234375,3244.60009765625,3243.699951171875,3244.0,93
2025-05-13 02:48:00+00:00,3243.699951171875,3245.0,3243.10009765625,3244.0,220
2025-05-13 02:49:00+00:00,3242.800048828125,3243.800048828125,3242.10009765625,3243.800048828125,148
2025-05-13 02:50:00+00:00,3240.800048828125,3242.89990234375,3240.699951171875,3242.89990234375,276
2025-05-13 02:51:00+00:00,3238.5,3241.300048828125,3238.10009765625,3240.39990234375,399
2025-05-13 02:52:00+00:00,3237.60009765625,3238.699951171875,3236.300048828125,3238.60009765625,289
2025-05-13 02:53:00+00:00,3236.10009765625,3237.800048828125,3235.89990234375,3237.699951171875,138
2025-05-13 02:54:00+00:00,3234.89990234375,3236.300048828125,3234.699951171875,3236.0,139
2025-05-13 02:55:00+00:00,3234.199951171875,3235.300048828125,3234.10009765625,3234.699951171875,107
2025-05-13 02:56:00+00:00,3233.39990234375,3235.60009765625,3233.199951171875,3234.699951171875,137
2025-05-13 02:57:00+00:00,3233.0,3233.60009765625,3232.800048828125,3233.300048828125,88
2025-05-13 02:58:00+00:00,3233.300048828125,3234.699951171875,3232.800048828125,3232.800048828125,175
2025-05-13 02:59:00+00:00,3233.199951171875,3234.0,3232.199951171875,3233.10009765625,142
2025-05-13 03:00:00+00:00,3234.5,3235.0,3232.60009765625,3232.699951171875,144
2025-05-13 03:01:00+00:00,3234.10009765625,3235.0,3233.60009765625,3234.699951171875,80
2025-05-13 03:02:00+00:00,3233.699951171875,3234.699951171875,3232.300048828125,3234.10009765625,98
